,name,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
2258,Massachusetts-Lowell,-10.13,-6.4,73.0,106.0,0.551,2017,1.63,1.66,73.0,98.5,0.497,-11.760000000000002,-8.06,0.0,7.5,0.05400000000000005
2259,Massachusetts,1.63,1.66,73.0,98.5,0.497,2017,-10.13,-6.4,73.0,106.0,0.551,11.760000000000002,8.06,0.0,-7.5,-0.05400000000000005
2260,McNeese State,-14.28,-4.12,72.4,96.9,0.479,2017,6.47,3.19,70.0,104.9,0.489,-20.75,-7.3100000000000005,2.4000000000000057,-8.0,-0.010000000000000009
2261,Memphis,6.47,3.19,70.0,104.9,0.489,2017,-14.28,-4.12,72.4,96.9,0.479,20.75,7.3100000000000005,-2.4000000000000057,8.0,0.010000000000000009
2262,Mercer,-1.12,-0.92,63.5,110.4,0.512,2017,14.48,9.57,64.7,106.3,0.51,-15.600000000000001,-10.49,-1.2000000000000028,4.1000000000000085,0.0020000000000000018
2263,Miami (FL),14.48,9.57,64.7,106.3,0.51,2017,-1.12,-0.92,63.5,110.4,0.512,15.600000000000001,10.49,1.2000000000000028,-4.1000000000000085,-0.0020000000000000018
2264,Miami (OH),-8.16,-2.1,71.6,97.4,0.488,2017,13.67,10.5,68.2,105.1,0.54,-21.83,-12.6,3.3999999999999915,-7.699999999999989,-0.052000000000000046
2265,Michigan State,13.67,10.5,68.2,105.1,0.54,2017,-8.16,-2.1,71.6,97.4,0.488,21.83,12.6,-3.3999999999999915,7.699999999999989,0.052000000000000046
2266,Michigan,18.8,10.17,63.8,116.5,0.57,2017,9.8,-0.48,66.4,112.4,0.543,9.0,10.65,-2.6000000000000085,4.099999999999994,0.026999999999999913
2267,Middle Tennessee,9.8,-0.48,66.4,112.4,0.543,2017,18.8,10.17,63.8,116.5,0.57,-9.0,-10.65,2.6000000000000085,-4.099999999999994,-0.026999999999999913
2268,Milwaukee,-7.37,-2.17,65.1,100.9,0.511,2017,14.56,8.82,70.3,104.6,0.487,-21.93,-10.99,-5.200000000000003,-3.6999999999999886,0.02400000000000002
2269,Minnesota,14.56,8.82,70.3,104.6,0.487,2017,-7.37,-2.17,65.1,100.9,0.511,21.93,10.99,5.200000000000003,3.6999999999999886,-0.02400000000000002
2270,Mississippi State,7.12,5.9,70.8,102.0,0.511,2017,-20.54,-7.11,72.1,95.8,0.466,27.66,13.010000000000002,-1.2999999999999972,6.200000000000003,0.044999999999999984
2271,Mississippi Valley State,-20.54,-7.11,72.1,95.8,0.466,2017,7.12,5.9,70.8,102.0,0.511,-27.66,-13.010000000000002,1.2999999999999972,-6.200000000000003,-0.044999999999999984
2272,Mississippi,9.65,7.99,73.4,105.4,0.488,2017,-4.97,-1.06,74.5,102.9,0.515,14.620000000000001,9.05,-1.0999999999999943,2.5,-0.027000000000000024
2273,Missouri-Kansas City,-4.97,-1.06,74.5,102.9,0.515,2017,9.65,7.99,73.4,105.4,0.488,-14.620000000000001,-9.05,1.0999999999999943,-2.5,0.027000000000000024
2274,Missouri State,2.84,1.18,66.4,107.6,0.513,2017,2.98,6.73,70.5,97.4,0.452,-0.14000000000000012,-5.550000000000001,-4.099999999999994,10.199999999999989,0.061
2275,Missouri,2.98,6.73,70.5,97.4,0.452,2017,2.84,1.18,66.4,107.6,0.513,0.14000000000000012,5.550000000000001,4.099999999999994,-10.199999999999989,-0.061
2276,Monmouth,4.94,-2.62,74.2,108.3,0.508,2017,-6.14,-5.88,71.7,108.3,0.517,11.08,3.26,2.5,0.0,-0.009000000000000008
2277,Montana State,-6.14,-5.88,71.7,108.3,0.517,2017,4.94,-2.62,74.2,108.3,0.508,-11.08,-3.26,-2.5,0.0,0.009000000000000008
2278,Montana,-2.67,-4.02,68.7,107.8,0.512,2017,-3.6,-1.85,71.8,108.6,0.518,0.9300000000000002,-2.1699999999999995,-3.0999999999999943,-0.7999999999999972,-0.006000000000000005
2279,Morehead State,-3.6,-1.85,71.8,108.6,0.518,2017,-2.67,-4.02,68.7,107.8,0.512,-0.9300000000000002,2.1699999999999995,3.0999999999999943,0.7999999999999972,0.006000000000000005
2280,Morgan State,-15.03,-11.2,70.3,95.2,0.43,2017,-4.29,-3.51,68.4,99.1,0.51,-10.739999999999998,-7.6899999999999995,1.8999999999999915,-3.8999999999999915,-0.08000000000000002
2281,Mount St. Mary's,-4.29,-3.51,68.4,99.1,0.51,2017,-15.03,-11.2,70.3,95.2,0.43,10.739999999999998,7.6899999999999995,-1.8999999999999915,3.8999999999999915,0.08000000000000002
2282,Murray State,-3.06,-4.41,71.1,110.1,0.512,2017,-4.11,-3.92,64.9,99.5,0.482,1.0500000000000003,-0.4900000000000002,6.199999999999989,10.599999999999994,0.030000000000000027
2283,Navy,-4.11,-3.92,64.9,99.5,0.482,2017,-3.06,-4.41,71.1,110.1,0.512,-1.0500000000000003,0.4900000000000002,-6.199999999999989,-10.599999999999994,-0.030000000000000027
2284,Omaha,-2.24,-1.11,76.2,108.8,0.529,2017,6.47,10.74,69.2,99.5,0.463,-8.71,-11.85,7.0,9.299999999999997,0.066
2285,Nebraska,6.47,10.74,69.2,99.5,0.463,2017,-2.24,-1.11,76.2,108.8,0.529,8.71,11.85,-7.0,-9.299999999999997,-0.066
2286,Nevada-Las Vegas,-3.75,2.59,70.4,96.6,0.451,2017,10.49,2.03,70.9,112.0,0.525,-14.24,0.56,-0.5,-15.400000000000006,-0.07400000000000001
2287,Nevada,10.49,2.03,70.9,112.0,0.525,2017,-3.75,2.59,70.4,96.6,0.451,14.24,-0.56,0.5,15.400000000000006,0.07400000000000001
2288,New Hampshire,-3.57,-4.46,66.8,104.8,0.51,2017,4.66,-3.82,70.0,112.1,0.531,-8.23,-0.6400000000000001,-3.200000000000003,-7.299999999999997,-0.02100000000000002
2289,New Mexico State,4.66,-3.82,70.0,112.1,0.531,2017,-3.57,-4.46,66.8,104.8,0.51,8.23,0.6400000000000001,3.200000000000003,7.299999999999997,0.02100000000000002
2290,New Mexico,3.04,2.07,70.5,104.0,0.502,2017,-4.1,-5.34,69.5,103.2,0.513,7.14,7.41,1.0,0.7999999999999972,-0.01100000000000001
2291,New Orleans,-4.1,-5.34,69.5,103.2,0.513,2017,3.04,2.07,70.5,104.0,0.502,-7.14,-7.41,-1.0,-0.7999999999999972,0.01100000000000001
2292,Niagara,-8.34,-4.37,71.8,102.2,0.476,2017,-14.57,-5.23,72.2,102.2,0.504,6.23,0.8600000000000003,-0.4000000000000057,0.0,-0.028000000000000025
2293,Nicholls State,-14.57,-5.23,72.2,102.2,0.504,2017,-8.34,-4.37,71.8,102.2,0.476,-6.23,-0.8600000000000003,0.4000000000000057,0.0,0.028000000000000025
2294,NJIT,-10.12,-4.22,71.3,101.5,0.493,2017,-12.07,-8.57,70.6,97.5,0.482,1.950000000000001,4.3500000000000005,0.7000000000000028,4.0,0.01100000000000001
2295,Norfolk State,-12.07,-8.57,70.6,97.5,0.482,2017,-10.12,-4.22,71.3,101.5,0.493,-1.950000000000001,-4.3500000000000005,-0.7000000000000028,-4.0,-0.01100000000000001
2296,North Carolina-Asheville,0.84,-5.61,69.5,108.9,0.545,2017,-23.07,-9.61,65.1,97.2,0.483,23.91,3.999999999999999,4.400000000000006,11.700000000000003,0.062000000000000055
2297,North Carolina A&T,-23.07,-9.61,65.1,97.2,0.483,2017,0.84,-5.61,69.5,108.9,0.545,-23.91,-3.999999999999999,-4.400000000000006,-11.700000000000003,-0.062000000000000055
2298,North Carolina Central,-3.18,-12.12,68.8,108.7,0.517,2017,-0.1,-2.63,68.4,109.8,0.539,-3.08,-9.489999999999998,0.3999999999999915,-1.0999999999999943,-0.02200000000000002
2299,North Carolina-Greensboro,-0.1,-2.63,68.4,109.8,0.539,2017,-3.18,-12.12,68.8,108.7,0.517,3.08,9.489999999999998,-0.3999999999999915,1.0999999999999943,0.02200000000000002
2300,North Carolina State,6.09,8.09,71.9,107.1,0.527,2017,8.06,-0.55,71.5,118.1,0.555,-1.9700000000000006,8.64,0.4000000000000057,-11.0,-0.028000000000000025
2301,North Carolina-Wilmington,8.06,-0.55,71.5,118.1,0.555,2017,6.09,8.09,71.9,107.1,0.527,1.9700000000000006,-8.64,-0.4000000000000057,11.0,0.028000000000000025
2302,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,-1.31,-2.63,68.8,107.4,0.526,26.15,14.39,3.799999999999997,8.599999999999994,-0.007000000000000006
2303,North Dakota State,-1.31,-2.63,68.8,107.4,0.526,2017,24.84,11.76,72.6,116.0,0.519,-26.15,-14.39,-3.799999999999997,-8.599999999999994,0.007000000000000006
2304,North Dakota,-1.83,-5.45,72.9,108.8,0.542,2017,-7.78,-1.65,73.3,105.8,0.53,5.95,-3.8000000000000003,-0.3999999999999915,3.0,0.01200000000000001
2305,North Florida,-7.78,-1.65,73.3,105.8,0.53,2017,-1.83,-5.45,72.9,108.8,0.542,-5.95,3.8000000000000003,0.3999999999999915,-3.0,-0.01200000000000001
2306,North Texas,-11.14,-3.32,71.6,96.2,0.477,2017,-0.78,-0.91,67.2,105.9,0.535,-10.360000000000001,-2.4099999999999997,4.3999999999999915,-9.700000000000003,-0.05800000000000005
2307,Northeastern,-0.78,-0.91,67.2,105.9,0.535,2017,-11.14,-3.32,71.6,96.2,0.477,10.360000000000001,2.4099999999999997,-4.3999999999999915,9.700000000000003,0.05800000000000005
2308,Northern Arizona,-13.92,-5.95,71.1,97.1,0.47,2017,-9.27,-4.2,70.5,100.7,0.516,-4.65,-1.75,0.5999999999999943,-3.6000000000000085,-0.04600000000000004
2309,Northern Colorado,-9.27,-4.2,70.5,100.7,0.516,2017,-13.92,-5.95,71.1,97.1,0.47,4.65,1.75,-0.5999999999999943,3.6000000000000085,0.04600000000000004
2310,Northern Illinois,-3.29,-2.05,69.3,101.8,0.48,2017,1.29,5.22,64.7,94.4,0.472,-4.58,-7.27,4.599999999999994,7.3999999999999915,0.008000000000000007
2311,Northern Iowa,1.29,5.22,64.7,94.4,0.472,2017,-3.29,-2.05,69.3,101.8,0.48,4.58,7.27,-4.599999999999994,-7.3999999999999915,-0.008000000000000007
2312,Northern Kentucky,-0.17,-2.84,70.8,107.3,0.529,2017,-12.03,-6.07,73.4,102.7,0.502,11.86,3.2300000000000004,-2.6000000000000085,4.599999999999994,0.027000000000000024
2313,Northwestern State,-12.03,-6.07,73.4,102.7,0.502,2017,-0.17,-2.84,70.8,107.3,0.529,-11.86,-3.2300000000000004,2.6000000000000085,-4.599999999999994,-0.027000000000000024
2314,Northwestern,14.02,8.43,66.6,106.8,0.497,2017,17.81,9.78,67.7,113.8,0.536,-3.789999999999999,-1.3499999999999996,-1.1000000000000085,-7.0,-0.039000000000000035
2315,Notre Dame,17.81,9.78,67.7,113.8,0.536,2017,14.02,8.43,66.6,106.8,0.497,3.789999999999999,1.3499999999999996,1.1000000000000085,7.0,0.039000000000000035
2316,Oakland,4.22,-3.0,74.5,106.2,0.515,2017,10.31,7.28,68.7,105.6,0.522,-6.090000000000001,-10.280000000000001,5.799999999999997,0.6000000000000085,-0.007000000000000006
2317,Ohio State,10.31,7.28,68.7,105.6,0.522,2017,4.22,-3.0,74.5,106.2,0.515,6.090000000000001,10.280000000000001,-5.799999999999997,-0.6000000000000085,0.007000000000000006
2318,Ohio,3.9,-2.56,72.1,106.8,0.532,2017,19.19,12.22,72.7,117.8,0.539,-15.290000000000001,-14.780000000000001,-0.6000000000000085,-11.0,-0.007000000000000006
2319,Oklahoma State,19.19,12.22,72.7,117.8,0.539,2017,3.9,-2.56,72.1,106.8,0.532,15.290000000000001,14.780000000000001,0.6000000000000085,11.0,0.007000000000000006
2320,Oklahoma,11.42,12.62,71.1,100.6,0.475,2017,1.94,-1.35,63.8,100.2,0.456,9.48,13.969999999999999,7.299999999999997,0.3999999999999915,0.01899999999999996
2321,Old Dominion,1.94,-1.35,63.8,100.2,0.456,2017,11.42,12.62,71.1,100.6,0.475,-9.48,-13.969999999999999,-7.299999999999997,-0.3999999999999915,-0.01899999999999996
2322,Oral Roberts,-5.51,1.24,71.4,104.4,0.505,2017,-4.59,5.89,67.0,93.9,0.488,-0.9199999999999999,-4.6499999999999995,4.400000000000006,10.5,0.017000000000000015
2323,Oregon State,-4.59,5.89,67.0,93.9,0.488,2017,-5.51,1.24,71.4,104.4,0.505,0.9199999999999999,4.6499999999999995,-4.400000000000006,-10.5,-0.017000000000000015
2324,Oregon,20.8,8.38,68.8,114.2,0.554,2017,-4.57,2.09,68.0,97.9,0.452,25.37,6.290000000000001,0.7999999999999972,16.299999999999997,0.10200000000000004
2325,Pacific,-4.57,2.09,68.0,97.9,0.452,2017,20.8,8.38,68.8,114.2,0.554,-25.37,-6.290000000000001,-0.7999999999999972,-16.299999999999997,-0.10200000000000004
2326,Penn State,7.9,8.9,71.5,98.5,0.473,2017,-0.65,-1.5,67.4,101.8,0.516,8.55,10.4,4.099999999999994,-3.299999999999997,-0.04300000000000004
2327,Pennsylvania,-0.65,-1.5,67.4,101.8,0.516,2017,7.9,8.9,71.5,98.5,0.473,-8.55,-10.4,-4.099999999999994,3.299999999999997,0.04300000000000004
2328,Pepperdine,-10.0,1.87,69.8,98.8,0.495,2017,9.25,11.06,67.2,106.8,0.514,-19.25,-9.190000000000001,2.5999999999999943,-8.0,-0.019000000000000017
2329,Pittsburgh,9.25,11.06,67.2,106.8,0.514,2017,-10.0,1.87,69.8,98.8,0.495,19.25,9.190000000000001,-2.5999999999999943,8.0,0.019000000000000017
2330,Portland State,-7.06,-6.63,74.6,110.8,0.541,2017,-5.81,2.32,67.5,98.4,0.482,-1.25,-8.95,7.099999999999994,12.399999999999991,0.05900000000000005
2331,Portland,-5.81,2.32,67.5,98.4,0.482,2017,-7.06,-6.63,74.6,110.8,0.541,1.25,8.95,-7.099999999999994,-12.399999999999991,-0.05900000000000005
2332,Prairie View,-14.54,-8.48,68.9,99.4,0.493,2017,-23.63,-5.95,66.1,92.3,0.468,9.09,-2.5300000000000002,2.8000000000000114,7.1000000000000085,0.024999999999999967
2333,Presbyterian,-23.63,-5.95,66.1,92.3,0.468,2017,-14.54,-8.48,68.9,99.4,0.493,-9.09,2.5300000000000002,-2.8000000000000114,-7.1000000000000085,-0.024999999999999967
2334,Princeton,6.57,-1.84,65.2,109.5,0.537,2017,11.24,7.84,67.6,103.6,0.514,-4.67,-9.68,-2.3999999999999915,5.900000000000006,0.02300000000000002
2335,Providence,11.24,7.84,67.6,103.6,0.514,2017,6.57,-1.84,65.2,109.5,0.537,4.67,9.68,2.3999999999999915,-5.900000000000006,-0.02300000000000002
2336,Purdue,20.13,8.79,70.0,112.6,0.557,2017,-9.86,-3.22,74.8,101.7,0.479,29.99,12.01,-4.799999999999997,10.899999999999991,0.07800000000000007
2337,Quinnipiac,-9.86,-3.22,74.8,101.7,0.479,2017,20.13,8.79,70.0,112.6,0.557,-29.99,-12.01,4.799999999999997,-10.899999999999991,-0.07800000000000007
2338,Radford,-11.34,-4.58,65.7,97.9,0.482,2017,12.88,4.62,67.4,108.8,0.507,-24.22,-9.2,-1.7000000000000028,-10.899999999999991,-0.025000000000000022
2339,Rhode Island,12.88,4.62,67.4,108.8,0.507,2017,-11.34,-4.58,65.7,97.9,0.482,24.22,9.2,1.7000000000000028,10.899999999999991,0.025000000000000022
2340,Rice,0.51,-4.16,74.4,108.4,0.542,2017,5.45,3.28,69.7,105.6,0.539,-4.94,-7.4399999999999995,4.700000000000003,2.8000000000000114,0.0030000000000000027
2341,Richmond,5.45,3.28,69.7,105.6,0.539,2017,0.51,-4.16,74.4,108.4,0.542,4.94,7.4399999999999995,-4.700000000000003,-2.8000000000000114,-0.0030000000000000027
2342,Rider,-5.34,-5.28,74.0,101.8,0.49,2017,-8.56,-5.13,69.9,91.7,0.451,3.2200000000000006,-0.15000000000000036,4.099999999999994,10.099999999999994,0.03899999999999998
2343,Robert Morris,-8.56,-5.13,69.9,91.7,0.451,2017,-5.34,-5.28,74.0,101.8,0.49,-3.2200000000000006,0.15000000000000036,-4.099999999999994,-10.099999999999994,-0.03899999999999998
2344,Rutgers,3.69,6.22,67.3,97.0,0.45,2017,-10.69,-5.58,67.6,103.6,0.505,14.379999999999999,11.8,-0.29999999999999716,-6.599999999999994,-0.05499999999999999
2345,Sacramento State,-10.69,-5.58,67.6,103.6,0.505,2017,3.69,6.22,67.3,97.0,0.45,-14.379999999999999,-11.8,0.29999999999999716,6.599999999999994,0.05499999999999999
2346,Sacred Heart,-10.95,-7.52,71.9,99.1,0.495,2017,-8.13,-7.65,71.2,105.4,0.535,-2.8199999999999985,0.13000000000000078,0.7000000000000028,-6.300000000000011,-0.040000000000000036
2347,Saint Francis (PA),-8.13,-7.65,71.2,105.4,0.535,2017,-10.95,-7.52,71.9,99.1,0.495,2.8199999999999985,-0.13000000000000078,-0.7000000000000028,6.300000000000011,0.040000000000000036
2348,Saint Joseph's,0.14,3.69,69.7,99.0,0.466,2017,-6.09,1.85,65.5,93.1,0.47,6.2299999999999995,1.8399999999999999,4.200000000000003,5.900000000000006,-0.003999999999999948
2349,Saint Louis,-6.09,1.85,65.5,93.1,0.47,2017,0.14,3.69,69.7,99.0,0.466,-6.2299999999999995,-1.8399999999999999,-4.200000000000003,-5.900000000000006,0.003999999999999948
2350,Saint Mary's (CA),16.75,2.19,61.3,117.6,0.578,2017,1.6,-3.6,63.5,103.2,0.512,15.15,5.79,-2.200000000000003,14.399999999999991,0.06599999999999995
2351,Saint Peter's,1.6,-3.6,63.5,103.2,0.512,2017,16.75,2.19,61.3,117.6,0.578,-15.15,-5.79,2.200000000000003,-14.399999999999991,-0.06599999999999995
2352,Sam Houston State,-7.55,-6.35,72.8,101.6,0.489,2017,-1.87,-3.7,69.9,108.8,0.537,-5.68,-2.6499999999999995,2.8999999999999915,-7.200000000000003,-0.04800000000000004
2353,Samford,-1.87,-3.7,69.9,108.8,0.537,2017,-7.55,-6.35,72.8,101.6,0.489,5.68,2.6499999999999995,-2.8999999999999915,7.200000000000003,0.04800000000000004
2354,San Diego State,6.88,1.47,67.0,101.8,0.478,2017,-5.78,0.92,64.8,98.7,0.486,12.66,0.5499999999999999,2.200000000000003,3.0999999999999943,-0.008000000000000007
2355,San Diego,-5.78,0.92,64.8,98.7,0.486,2017,6.88,1.47,67.0,101.8,0.478,-12.66,-0.5499999999999999,-2.200000000000003,-3.0999999999999943,0.008000000000000007
2356,San Francisco,3.8,0.42,69.4,103.2,0.526,2017,-2.84,1.74,71.8,101.4,0.498,6.64,-1.32,-2.3999999999999915,1.7999999999999972,0.028000000000000025
2357,San Jose State,-2.84,1.74,71.8,101.4,0.498,2017,3.8,0.42,69.4,103.2,0.526,-6.64,1.32,2.3999999999999915,-1.7999999999999972,-0.028000000000000025
2358,Santa Clara,2.69,2.03,63.8,103.1,0.525,2017,-16.04,-8.44,83.3,102.4,0.507,18.73,10.469999999999999,-19.5,0.6999999999999886,0.018000000000000016
2359,Savannah State,-16.04,-8.44,83.3,102.4,0.507,2017,2.69,2.03,63.8,103.1,0.525,-18.73,-10.469999999999999,19.5,-0.6999999999999886,-0.018000000000000016
2360,Seattle,-8.36,-3.95,70.1,97.4,0.512,2017,12.1,9.25,69.0,104.9,0.499,-20.46,-13.2,1.0999999999999943,-7.5,0.013000000000000012
2361,Seton Hall,12.1,9.25,69.0,104.9,0.499,2017,-8.36,-3.95,70.1,97.4,0.512,20.46,13.2,-1.0999999999999943,7.5,-0.013000000000000012
2362,Siena,-2.0,-2.23,70.7,105.6,0.499,2017,-6.57,-2.9,70.7,99.5,0.487,4.57,0.6699999999999999,0.0,6.099999999999994,0.01200000000000001
2363,South Alabama,-6.57,-2.9,70.7,99.5,0.487,2017,-2.0,-2.23,70.7,105.6,0.499,-4.57,-0.6699999999999999,0.0,-6.099999999999994,-0.01200000000000001
2364,South Carolina State,-18.37,-6.61,69.8,99.3,0.481,2017,-7.64,-5.23,71.1,108.6,0.528,-10.73,-1.38,-1.2999999999999972,-9.299999999999997,-0.04700000000000004
2365,South Carolina Upstate,-7.64,-5.23,71.1,108.6,0.528,2017,-18.37,-6.61,69.8,99.3,0.481,10.73,1.38,1.2999999999999972,9.299999999999997,0.04700000000000004
2366,South Carolina,17.52,10.16,69.9,102.9,0.477,2017,-2.3,-0.66,69.2,109.6,0.537,19.82,10.82,0.7000000000000028,-6.699999999999989,-0.06000000000000005
2367,South Dakota State,-2.3,-0.66,69.2,109.6,0.537,2017,17.52,10.16,69.9,102.9,0.477,-19.82,-10.82,-0.7000000000000028,6.699999999999989,0.06000000000000005
2368,South Dakota,-0.42,-2.08,73.0,105.9,0.499,2017,-7.28,2.39,69.2,93.3,0.477,6.86,-4.470000000000001,3.799999999999997,12.600000000000009,0.02200000000000002
2369,South Florida,-7.28,2.39,69.2,93.3,0.477,2017,-0.42,-2.08,73.0,105.9,0.499,-6.86,4.470000000000001,-3.799999999999997,-12.600000000000009,-0.02200000000000002
2370,Southeast Missouri State,-5.89,-4.28,70.1,105.6,0.518,2017,-7.36,-8.13,69.6,101.9,0.51,1.4700000000000006,3.8500000000000005,0.5,3.6999999999999886,0.008000000000000007
2371,Southeastern Louisiana,-7.36,-8.13,69.6,101.9,0.51,2017,-5.89,-4.28,70.1,105.6,0.518,-1.4700000000000006,-3.8500000000000005,-0.5,-3.6999999999999886,-0.008000000000000007
2372,Southern California,11.48,6.4,70.1,111.2,0.522,2017,-12.25,-3.29,70.9,95.3,0.45,23.73,9.690000000000001,-0.8000000000000114,15.900000000000006,0.07200000000000001
2373,SIU Edwardsville,-12.25,-3.29,70.9,95.3,0.45,2017,11.48,6.4,70.1,111.2,0.522,-23.73,-9.690000000000001,0.8000000000000114,-15.900000000000006,-0.07200000000000001
2374,Southern Illinois,1.09,2.65,66.4,101.6,0.48,2017,18.71,4.45,63.7,116.6,0.547,-17.62,-1.8000000000000003,2.700000000000003,-15.0,-0.06700000000000006
2375,Southern Methodist,18.71,4.45,63.7,116.6,0.547,2017,1.09,2.65,66.4,101.6,0.48,17.62,1.8000000000000003,-2.700000000000003,15.0,0.06700000000000006
2376,Southern Mississippi,-13.4,-2.78,67.6,91.7,0.457,2017,-15.58,-5.39,74.1,103.5,0.479,2.1799999999999997,2.61,-6.5,-11.799999999999997,-0.021999999999999964
2377,Southern Utah,-15.58,-5.39,74.1,103.5,0.479,2017,-13.4,-2.78,67.6,91.7,0.457,-2.1799999999999997,-2.61,6.5,11.799999999999997,0.021999999999999964
2378,Southern,-14.48,-11.68,69.9,101.9,0.48,2017,5.95,1.48,70.6,108.1,0.497,-20.43,-13.16,-0.6999999999999886,-6.199999999999989,-0.017000000000000015
2379,St. Bonaventure,5.95,1.48,70.6,108.1,0.497,2017,-14.48,-11.68,69.9,101.9,0.48,20.43,13.16,0.6999999999999886,6.199999999999989,0.017000000000000015
2380,St. Francis (NY),-19.24,-6.54,68.7,89.4,0.406,2017,6.45,8.39,73.9,103.9,0.503,-25.689999999999998,-14.93,-5.200000000000003,-14.5,-0.09699999999999998
2381,St. John's (NY),6.45,8.39,73.9,103.9,0.503,2017,-19.24,-6.54,68.7,89.4,0.406,25.689999999999998,14.93,5.200000000000003,14.5,0.09699999999999998
2382,Stanford,6.39,8.59,69.4,100.1,0.485,2017,-7.01,-5.75,69.3,99.4,0.501,13.399999999999999,14.34,0.10000000000000853,0.6999999999999886,-0.016000000000000014
2383,Stephen F. Austin,-7.01,-5.75,69.3,99.4,0.501,2017,6.39,8.59,69.4,100.1,0.485,-13.399999999999999,-14.34,-0.10000000000000853,-0.6999999999999886,0.016000000000000014
2384,Stetson,-14.21,-5.45,74.9,102.6,0.506,2017,-4.71,-5.05,66.9,103.4,0.471,-9.5,-0.40000000000000036,8.0,-0.8000000000000114,0.03500000000000003
2385,Stony Brook,-4.71,-5.05,66.9,103.4,0.471,2017,-14.21,-5.45,74.9,102.6,0.506,9.5,0.40000000000000036,-8.0,0.8000000000000114,-0.03500000000000003
2386,Syracuse,13.7,8.47,67.9,111.6,0.535,2017,4.84,5.09,67.9,103.2,0.497,8.86,3.380000000000001,0.0,8.399999999999991,0.038000000000000034
2387,Temple,4.84,5.09,67.9,103.2,0.497,2017,13.7,8.47,67.9,111.6,0.535,-8.86,-3.380000000000001,0.0,-8.399999999999991,-0.038000000000000034
2388,Tennessee-Martin,-4.7,-4.34,69.8,109.0,0.537,2017,-1.57,-2.96,68.7,101.8,0.493,-3.13,-1.38,1.0999999999999943,7.200000000000003,0.04400000000000004
2389,Tennessee State,-1.57,-2.96,68.7,101.8,0.493,2017,-4.7,-4.34,69.8,109.0,0.537,3.13,1.38,-1.0999999999999943,-7.200000000000003,-0.04400000000000004
2390,Tennessee Tech,-7.6,-4.17,70.1,101.7,0.487,2017,11.28,10.18,71.5,103.7,0.472,-18.88,-14.35,-1.4000000000000057,-2.0,0.015000000000000013
2391,Tennessee,11.28,10.18,71.5,103.7,0.472,2017,-7.6,-4.17,70.1,101.7,0.487,18.88,14.35,1.4000000000000057,2.0,-0.015000000000000013
2392,Texas A&M-Corpus Christi,-2.97,-5.79,70.5,105.8,0.517,2017,10.36,7.97,66.8,105.1,0.512,-13.33,-13.76,3.700000000000003,0.7000000000000028,0.0050000000000000044
2393,Texas A&M,10.36,7.97,66.8,105.1,0.512,2017,-2.97,-5.79,70.5,105.8,0.517,13.33,13.76,-3.700000000000003,-0.7000000000000028,-0.0050000000000000044
2394,Texas-Arlington,5.92,-0.87,71.3,109.8,0.532,2017,15.64,10.95,68.3,108.8,0.527,-9.72,-11.819999999999999,3.0,1.0,0.0050000000000000044
2395,Texas Christian,15.64,10.95,68.3,108.8,0.527,2017,5.92,-0.87,71.3,109.8,0.532,9.72,11.819999999999999,-3.0,-1.0,-0.0050000000000000044
2396,Texas-El Paso,-3.13,-2.51,68.1,100.1,0.521,2017,-11.44,-3.68,76.6,100.3,0.491,8.309999999999999,1.1700000000000004,-8.5,-0.20000000000000284,0.030000000000000027
2397,Texas-Rio Grande Valley,-11.44,-3.68,76.6,100.3,0.491,2017,-3.13,-2.51,68.1,100.1,0.521,-8.309999999999999,-1.1700000000000004,8.5,0.20000000000000284,-0.030000000000000027
2398,Texas-San Antonio,-7.42,-3.03,69.3,95.2,0.436,2017,-6.41,-7.81,69.7,105.5,0.481,-1.0099999999999998,4.779999999999999,-0.4000000000000057,-10.299999999999997,-0.044999999999999984
2399,Texas Southern,-6.41,-7.81,69.7,105.5,0.481,2017,-7.42,-3.03,69.3,95.2,0.436,1.0099999999999998,-4.779999999999999,0.4000000000000057,10.299999999999997,0.044999999999999984
2400,Texas State,-2.23,-4.29,64.4,102.7,0.504,2017,14.11,7.86,65.9,109.6,0.53,-16.34,-12.15,-1.5,-6.8999999999999915,-0.026000000000000023
2401,Texas Tech,14.11,7.86,65.9,109.6,0.53,2017,-2.23,-4.29,64.4,102.7,0.504,16.34,12.15,1.5,6.8999999999999915,0.026000000000000023
2402,Texas,10.99,12.75,68.5,97.9,0.488,2017,1.16,-0.9,69.2,109.7,0.547,9.83,13.65,-0.7000000000000028,-11.799999999999997,-0.05900000000000005
2403,Toledo,1.16,-0.9,69.2,109.7,0.547,2017,10.99,12.75,68.5,97.9,0.488,-9.83,-13.65,0.7000000000000028,11.799999999999997,0.05900000000000005
2404,Towson,1.84,-1.28,68.8,106.6,0.488,2017,-0.47,-3.36,70.1,110.9,0.528,2.31,2.08,-1.2999999999999972,-4.300000000000011,-0.040000000000000036
